ID;Precio (€/mes);Tipo;Teléfono;Ciudad;Dirección;Barrio;Habitaciones;Baños;Superficie (m2);Planta;Ascensor;Terraza;Parking;Calefacción;Aire;Balcón;Precio del m2 (€/m2)
160348093;8000;Casa o chalet;930446217;Barcelona Capital;;Horta - Guinardó;3.0;3.0;268.0;;False;True;False;False;False;True;29.850746268656717
162351476;1250;Piso;932992775;Barcelona Capital;Carrer de Neopàtria;Sant Andreu;3.0;2.0;90.0;;False;True;False;True;False;False;13.88888888888889
162505149;675;Apartamento;961284629;Barcelona Capital;C/ Mare de Deu Dels Angels;Horta - Guinardó;1.0;1.0;34.0;;False;False;False;False;False;False;19.852941176470587
162840845;1150;Piso;Unknown;Barcelona Capital;Carrer del Farell;Sants - Montjuïc;2.0;1.0;85.0;;True;False;True;False;False;False;13.529411764705882
162839785;1190;Piso;932518935;Barcelona Capital;Carrer de València;Eixample;2.0;1.0;70.0;2.0;False;False;False;False;False;False;17.0
162420682;1000;Piso;932991787;Barcelona Capital;Carrer D'escornalbou;Horta - Guinardó;2.0;1.0;68.0;2.0;True;False;False;False;False;False;14.705882352941176
161010497;20000;Casa o chalet;932755759;Barcelona Capital;Carrer de Can Basseda;Sarrià - Sant Gervasi;10.0;6.0;672.0;;False;True;False;False;False;False;29.761904761904763
162592539;690;Piso;931343743;Barcelona Capital;;Gràcia;1.0;1.0;22.0;2.0;True;False;False;False;False;False;31.363636363636363
160124359;6355;Piso;932755759;Barcelona Capital;Carrer de L'abadessa Olzet;Les Corts;4.0;3.0;225.0;1.0;True;False;False;False;False;False;28.244444444444444
162833440;1350;Piso;916355203;Barcelona Capital;Poblenou;Sant Martí;1.0;1.0;47.0;5.0;False;False;False;False;False;False;28.72340425531915
162832959;875;Ático;931339092;Barcelona Capital;Carrer Borges Blanques;Nou Barris;3.0;1.0;75.0;5.0;False;False;False;True;False;False;11.666666666666666
162832443;2400;Ático;935433998;Barcelona Capital;Carrer Sant Dalmir;Horta - Guinardó;5.0;3.0;130.0;4.0;False;True;False;False;False;False;18.46153846153846
162832272;1400;Piso;932827338;Barcelona Capital;Travessera Les Corts;Les Corts;4.0;2.0;104.0;5.0;True;False;False;False;False;False;13.461538461538462
162831616;1200;Piso;935433378;Barcelona Capital;Carrer Muntaner;Sarrià - Sant Gervasi;3.0;2.0;100.0;2.0;True;False;False;False;False;False;12.0
162831339;1150;Piso;935433998;Barcelona Capital;Plaça D'alfons el Savi;Horta - Guinardó;2.0;1.0;63.0;10.0;True;False;False;False;False;False;18.253968253968253
162831331;900;Piso;Unknown;Barcelona Capital;Carrer de Berlín;Les Corts;2.0;1.0;50.0;1.0;False;True;False;False;False;False;18.0
162830533;1700;Estudio;931348962;Barcelona Capital;Calle Àlaba;Sant Martí;1.0;1.0;85.0;4.0;True;False;False;False;False;False;20.0
162829493;6000;Piso;932755759;Barcelona Capital;Bailen;Eixample;4.0;3.0;300.0;;True;False;False;False;False;False;20.0
162827894;1745;Piso;932880627;Barcelona Capital;;Sarrià - Sant Gervasi;4.0;2.0;103.0;4.0;True;False;False;False;False;False;16.941747572815533
162827016;1100;Piso;935439838;Barcelona Capital;Biscaia;Sant Andreu;3.0;1.0;70.0;2.0;True;False;False;False;False;False;15.714285714285714
158244431;1350;Piso;931337036;Barcelona Capital;Carrer de Joaquín Costa;Ciutat Vella;2.0;1.0;50.0;2.0;True;False;False;False;False;False;27.0
162221646;570;Apartamento;935435409;Barcelona Capital;Carrer de Roger de Flor;Eixample;1.0;1.0;28.0;3.0;True;False;False;False;False;False;20.357142857142858
162826014;5700;Piso;930446875;Barcelona Capital;Via Augusta;Sarrià - Sant Gervasi;3.0;2.0;141.0;4.0;True;False;False;False;False;False;40.42553191489362
162825973;800;Piso;932880478;Barcelona Capital;Plaça del Virrei Amat;Nou Barris;3.0;1.0;55.0;1.0;True;False;False;False;False;False;14.545454545454545
162824634;2500;Piso;932937130;Barcelona Capital;;Les Corts;4.0;3.0;125.0;5.0;True;False;False;False;False;False;20.0
162822794;1500;Piso;931330542;Barcelona Capital;Carrer de Còrsega;Eixample;3.0;2.0;122.0;;True;False;False;False;False;False;12.295081967213115
162822615;975;Piso;935433998;Barcelona Capital;Carrer de Josep Pla;Sant Martí;3.0;1.0;75.0;2.0;True;False;False;False;False;False;13.0
162765103;1100;Piso;937385136;Barcelona Capital;Carrer D'escornalbou;Horta - Guinardó;2.0;1.0;51.0;5.0;True;False;False;False;False;False;21.568627450980394
162766150;1900;Ático;932514357;Barcelona Capital;Carrer de la Creu Coberta;Sants - Montjuïc;2.0;2.0;70.0;;True;True;False;False;False;False;27.142857142857142
162362565;900;Apartamento;932518712;Barcelona Capital;Carrer de Joan Blanques;Gràcia;1.0;1.0;28.0;;True;False;False;False;False;False;32.142857142857146
161273411;3000;Piso;Unknown;Barcelona Capital;;Sarrià - Sant Gervasi;3.0;2.0;188.0;5.0;True;False;False;False;False;False;15.957446808510639
162038272;2075;Ático;932516897;Barcelona Capital;Carrer Oriol Mestres;Sarrià - Sant Gervasi;4.0;2.0;134.0;4.0;False;True;False;False;False;False;15.485074626865671
162821062;900;Piso;932827054;Barcelona Capital;Muntaner;Sarrià - Sant Gervasi;1.0;1.0;38.0;9.0;True;False;False;False;False;False;23.68421052631579
162820287;1250;Piso;935439838;Barcelona Capital;Fontrodona;Sants - Montjuïc;2.0;1.0;50.0;;True;False;False;False;False;True;25.0
162374894;970;Dúplex;932937180;Barcelona Capital;Ronda del General Mitre;Sarrià - Sant Gervasi;2.0;2.0;100.0;1.0;True;False;False;False;False;False;9.7
162818271;2500;Piso;932887463;Barcelona Capital;Castañer;Sarrià - Sant Gervasi;4.0;3.0;139.0;;True;True;False;False;False;False;17.985611510791365
162817247;1300;Piso;931335749;Barcelona Capital;;Ciutat Vella;3.0;1.0;65.0;;False;False;False;False;True;False;20.0
162815647;1650;Piso;931343098;Barcelona Capital;Carrer Viladomat;Eixample;2.0;2.0;115.0;1.0;False;True;False;False;False;False;14.347826086956522
162812172;1100;Piso;Unknown;Barcelona Capital;Carrer D'aribau;Eixample;2.0;2.0;75.0;;True;False;False;False;False;True;14.666666666666666
162811523;825;Ático;932827169;Barcelona Capital;Carrer del Cadí;Nou Barris;2.0;1.0;55.0;5.0;True;False;False;False;False;False;15.0
153499603;1400;Piso;932937130;Barcelona Capital;;Sarrià - Sant Gervasi;4.0;2.0;95.0;3.0;True;False;False;False;False;False;14.736842105263158
156249913;1400;Piso;932937130;Barcelona Capital;;Les Corts;4.0;2.0;100.0;2.0;True;False;False;False;False;False;14.0
160112913;1850;Piso;932937130;Barcelona Capital;Carrer de Muntaner;Sarrià - Sant Gervasi;4.0;2.0;180.0;1.0;True;False;False;False;False;False;10.277777777777779
160380132;1000;Piso;932937130;Barcelona Capital;;Sant Martí;3.0;1.0;82.0;5.0;True;False;False;False;False;False;12.195121951219512
157650279;850;Apartamento;932937130;Barcelona Capital;;Les Corts;1.0;1.0;42.0;2.0;True;False;False;False;False;False;20.238095238095237
157876613;1060;Ático;932937130;Barcelona Capital;;Sant Martí;3.0;2.0;80.0;7.0;True;False;False;False;False;False;13.25
160113632;1250;Piso;932937130;Barcelona Capital;Carrer de Muntaner;Sarrià - Sant Gervasi;2.0;1.0;68.0;;True;False;False;False;False;False;18.38235294117647
149883859;4500;Ático;932937130;Barcelona Capital;;Sarrià - Sant Gervasi;6.0;3.0;250.0;8.0;False;True;False;False;False;False;18.0
157775040;800;Apartamento;932937130;Barcelona Capital;;Sarrià - Sant Gervasi;1.0;1.0;65.0;;False;True;False;False;False;False;12.307692307692308
151488921;1400;Piso;932937130;Barcelona Capital;;Sarrià - Sant Gervasi;3.0;2.0;105.0;;True;False;False;False;False;False;13.333333333333334
162810436;1837;Apartamento;932931237;Barcelona Capital;Carrer del Vallès;Sant Andreu;1.0;1.0;35.0;;False;False;False;False;False;False;52.48571428571429
161450539;600;Apartamento;932931979;Barcelona Capital;Carrer D'obradors;Ciutat Vella;;1.0;30.0;1.0;True;False;False;True;False;False;20.0
161826619;1200;Loft;935430293;Barcelona Capital;Carrer de Roger de Flor;Eixample;1.0;1.0;80.0;;True;False;False;True;False;False;15.0
161864739;1900;Piso;932826156;Barcelona Capital;Plaça de la Universitat;Eixample;2.0;2.0;85.0;;True;False;False;True;False;False;22.352941176470587
161463000;1050;Piso;931345294;Barcelona Capital;;Eixample;2.0;1.0;66.0;;True;False;False;True;False;False;15.909090909090908
162753431;1200;Piso;931348276;Barcelona Capital;Carrer D'almansa;Nou Barris;3.0;2.0;85.0;3.0;True;False;False;False;False;False;14.117647058823529
162807638;2600;Piso;932829126;Barcelona Capital;Mestre Nicolau;Sarrià - Sant Gervasi;4.0;3.0;211.0;;True;False;False;True;False;False;12.322274881516588
162807585;1550;Piso;932829126;Barcelona Capital;Doctor Ferran;Les Corts;4.0;2.0;113.0;;True;False;False;True;False;False;13.716814159292035
162325273;1650;Piso;931337036;Barcelona Capital;Carrer de la Indústria;Eixample;3.0;2.0;66.0;6.0;True;False;False;False;False;False;25.0
162221915;2100;Piso;931337036;Barcelona Capital;Carrer Dels Abaixadors;Ciutat Vella;2.0;2.0;75.0;3.0;True;False;False;False;False;False;28.0
162806880;1650;Dúplex;932939504;Barcelona Capital;Carrer de L'encarnació;Horta - Guinardó;3.0;4.0;120.0;;True;False;False;False;False;False;13.75
162806056;737;Piso;932825594;Barcelona Capital;Pardo;Nou Barris;2.0;1.0;60.0;1.0;True;False;False;False;False;False;12.283333333333333
162805779;750;Piso;932516854;Barcelona Capital;Murcia;Sant Martí;2.0;1.0;70.0;;True;False;False;True;False;False;10.714285714285714
162805496;950;Piso;932513614;Barcelona Capital;Baja de San Pedro;Ciutat Vella;1.0;1.0;62.0;;True;False;False;True;False;False;15.32258064516129
162805382;1100;Piso;932938039;Barcelona Capital;Carrer del Cardenal Reig;Les Corts;4.0;1.0;90.0;;True;True;False;False;False;False;12.222222222222221
162805025;875;Piso;932938103;Barcelona Capital;Carrer de L'escorial;Gràcia;2.0;1.0;70.0;1.0;True;False;False;False;False;False;12.5
160934812;2955;Apartamento;932931237;Barcelona Capital;Carrer de la Mare de Déu del Pilar;Ciutat Vella;3.0;2.0;50.0;;False;False;False;True;False;False;59.1
162676286;1105;Piso;931348302;Barcelona Capital;Carrer D'hercegovina;Sarrià - Sant Gervasi;1.0;1.0;68.0;;True;False;False;False;False;False;16.25
155686271;8000;Piso;932755759;Barcelona Capital;Paseo de Gracia;Eixample;4.0;4.0;226.0;2.0;True;False;False;False;False;False;35.39823008849557
162447291;1900;Piso;932827054;Barcelona Capital;Reina Amalia;Ciutat Vella;2.0;2.0;80.0;;True;True;False;False;False;False;23.75
161815727;2000;Dúplex;935439838;Barcelona Capital;Gravina;Ciutat Vella;2.0;2.0;81.0;1.0;True;False;False;False;False;False;24.691358024691358
162803037;600;Planta baja;932992519;Barcelona Capital;Calderon de la Barca;Horta - Guinardó;1.0;1.0;45.0;;False;False;False;False;False;False;13.333333333333334
162802639;1250;Piso;932937150;Barcelona Capital;Carrer del Comte Borrell;Eixample;4.0;1.0;80.0;;True;False;False;False;False;False;15.625
162802483;1250;Piso;932824109;Barcelona Capital;Carrer de Manuel de Falla;Sarrià - Sant Gervasi;3.0;2.0;72.0;;True;False;False;True;False;False;17.36111111111111
162113956;8565;Piso;935431689;Barcelona Capital;;Les Corts;4.0;5.0;444.0;;True;False;True;False;False;False;19.29054054054054
162413625;1350;Piso;912669715;Barcelona Capital;Carrer del Consell de Cent;Eixample;2.0;1.0;70.0;2.0;True;False;False;False;False;False;19.285714285714285
160725292;3700;Piso;932755759;Barcelona Capital;Passeig de Gràcia;Eixample;4.0;3.0;225.0;4.0;True;False;False;False;False;False;16.444444444444443
162799909;1060;Ático;935438135;Barcelona Capital;Passeig de la Zona Franca;Sants - Montjuïc;3.0;1.0;75.0;;True;True;False;False;False;False;14.133333333333333
161133426;3900;Piso;932755759;Barcelona Capital;Carrer de Pau Claris;Eixample;6.0;4.0;210.0;4.0;True;False;False;False;False;False;18.571428571428573
161505858;2275;Piso;931333596;Barcelona Capital;Carrer Pau Claris;Eixample;2.0;1.0;70.0;2.0;True;False;False;False;False;False;32.5
161036963;1100;Piso;932827054;Barcelona Capital;Sant Pere Mes Baix;Ciutat Vella;2.0;1.0;84.0;;True;False;False;True;False;False;13.095238095238095
160724744;2500;Piso;935439838;Barcelona Capital;Ganduxer;Sarrià - Sant Gervasi;1.0;1.0;50.0;;True;False;False;False;True;False;50.0
161622559;1350;Piso;931337036;Barcelona Capital;Carrer de Joaquín Costa;Ciutat Vella;2.0;1.0;50.0;1.0;True;False;False;False;False;False;27.0
160839512;1850;Piso;931337036;Barcelona Capital;Carrer de Lope de Vega;Sant Martí;3.0;2.0;95.0;;True;False;False;False;False;False;19.473684210526315
156437011;2000;Piso;932992508;Barcelona Capital;Carrer del Carme;Ciutat Vella;4.0;2.0;144.0;;True;False;False;False;False;False;13.88888888888889
162382898;10000;Piso;932829126;Barcelona Capital;Ausias Marc;Eixample;3.0;2.0;165.0;;True;True;False;False;False;False;60.60606060606061
162799547;1400;Piso;931252997;Barcelona Capital;Doctor Ferran;Les Corts;3.0;2.0;86.0;;False;False;False;False;False;False;16.27906976744186
162799546;1300;Piso;931252997;Barcelona Capital;Doctor Ferran;Les Corts;3.0;2.0;80.0;;False;False;False;False;False;False;16.25
161156533;1100;Ático;932827054;Barcelona Capital;Bisbe Laguarda;Ciutat Vella;1.0;2.0;70.0;;True;True;False;False;False;False;15.714285714285714
160368970;1350;Ático;931337036;Barcelona Capital;Carrer de Les Pedreres;Sants - Montjuïc;1.0;1.0;60.0;;False;True;False;False;False;False;22.5
162093167;2442;Piso;935435301;Barcelona Capital;Carrer Ample;Ciutat Vella;3.0;1.0;107.0;3.0;True;False;False;False;False;False;22.822429906542055
156484128;2500;Ático;932992508;Barcelona Capital;Riereta;Ciutat Vella;2.0;1.0;90.0;5.0;True;False;False;False;False;False;27.77777777777778
160577045;3000;Piso;932880627;Barcelona Capital;;Sarrià - Sant Gervasi;3.0;3.0;205.0;5.0;True;False;False;False;False;False;14.634146341463415
158849084;9500;Apartamento;932829126;Barcelona Capital;Paseo de Gracia;Eixample;5.0;5.0;234.0;;True;True;False;False;False;False;40.598290598290596
161496509;2800;Ático;932829126;Barcelona Capital;Bonavista;Gràcia;2.0;1.0;95.0;3.0;True;False;False;False;False;False;29.473684210526315
162025646;2000;Piso;931347926;Barcelona Capital;Carrer de Tavern;Sarrià - Sant Gervasi;4.0;2.0;113.0;;True;False;False;False;False;False;17.699115044247787
162674094;1195;Piso;935439838;Barcelona Capital;Passeig Mare de Déu del Coll;Horta - Guinardó;3.0;2.0;52.0;;True;False;False;False;False;True;22.98076923076923
153738990;1300;Piso;932820861;Barcelona Capital;Rambla de Badal;Sants - Montjuïc;1.0;1.0;50.0;10.0;True;False;False;False;False;False;26.0
161747621;3900;Apartamento;932829126;Barcelona Capital;;Eixample;7.0;2.0;285.0;5.0;True;False;False;False;False;False;13.68421052631579
162009317;2400;Piso;935433998;Barcelona Capital;Carrer de Pau Claris;Eixample;2.0;1.0;71.0;4.0;True;False;False;False;False;False;33.80281690140845
160270935;825;Piso;935433775;Barcelona Capital;Sabastida;Nou Barris;2.0;1.0;55.0;1.0;True;False;False;False;False;False;15.0
162127705;875;Piso;935438530;Barcelona Capital;De Can Travi;Horta - Guinardó;3.0;1.0;62.0;;True;False;False;False;False;False;14.112903225806452
160617344;4000;Piso;932829126;Barcelona Capital;Josep Bertrand;Sarrià - Sant Gervasi;3.0;2.0;253.0;4.0;True;False;False;False;False;False;15.810276679841897
161256650;1000;Piso;932880935;Barcelona Capital;Carrer de Concepción Arenal;Sant Andreu;3.0;1.0;70.0;;True;False;False;False;False;False;14.285714285714286
156484150;1800;Piso;932992508;Barcelona Capital;;Ciutat Vella;2.0;1.0;75.0;;True;False;False;False;False;True;24.0
162007129;8000;Piso;932829126;Barcelona Capital;;Eixample;2.0;2.0;127.0;2.0;True;False;False;False;False;False;62.99212598425197
162798497;1800;Ático;932933297;Barcelona Capital;Travessera de Les Corts;Les Corts;4.0;2.0;144.0;7.0;True;False;False;False;False;False;12.5
162031235;1075;Piso;932750314;Barcelona Capital;Carrer de Les Santjoanistes;Sarrià - Sant Gervasi;3.0;2.0;84.0;3.0;False;False;True;False;False;False;12.797619047619047
161941539;3450;Piso;Unknown;Barcelona Capital;Carrer de L'emancipació;Sarrià - Sant Gervasi;4.0;3.0;240.0;6.0;True;False;False;False;False;False;14.375
162798100;2250;Piso;932827054;Barcelona Capital;Plaça de Les Olles;Ciutat Vella;4.0;2.0;110.0;;True;False;False;False;False;True;20.454545454545453
162658494;2700;Piso;932513614;Barcelona Capital;Garcia Fària;Sant Martí;2.0;2.0;146.0;;True;True;False;False;False;False;18.493150684931507
162796717;750;Piso;Unknown;Barcelona Capital;Carrer D'espronceda;Sant Martí;1.0;1.0;55.0;;True;False;False;True;False;False;13.636363636363637
153656152;1142;Planta baja;932930196;Barcelona Capital;Carrer D'hercegovina;Sarrià - Sant Gervasi;;;93.0;;False;True;False;True;True;False;12.279569892473118
162796937;840;Piso;932886591;Barcelona Capital;Manuel de Falla;Sarrià - Sant Gervasi;1.0;1.0;40.0;1.0;True;False;False;False;False;False;21.0
158339512;2700;Piso;932992508;Barcelona Capital;Carrer de València;Eixample;3.0;2.0;110.0;;True;False;False;False;False;False;24.545454545454547
162202254;900;Piso;935433775;Barcelona Capital;Jaume Fabra;Sants - Montjuïc;3.0;1.0;68.0;4.0;True;False;False;False;False;False;13.235294117647058
156737470;1900;Piso;931334696;Barcelona Capital;;Ciutat Vella;2.0;2.0;80.0;4.0;True;False;False;False;False;False;23.75
162794577;1250;Piso;931335416;Barcelona Capital;Avinguda del Parallel;Eixample;3.0;2.0;80.0;4.0;True;False;False;False;False;False;15.625
162733361;4500;Piso;935439838;Barcelona Capital;Balmes;Sarrià - Sant Gervasi;3.0;5.0;416.0;;True;False;False;False;True;False;10.817307692307692
161664863;760;Piso;935433775;Barcelona Capital;Boqueria;Ciutat Vella;1.0;1.0;36.0;2.0;True;False;False;False;False;False;21.11111111111111
162793814;1250;Piso;932934096;Barcelona Capital;Vallirana;Sarrià - Sant Gervasi;1.0;1.0;57.0;1.0;True;False;False;False;False;False;21.92982456140351
150113350;1700;Apartamento;932992508;Barcelona Capital;;Eixample;1.0;1.0;47.0;;True;True;False;False;False;False;36.170212765957444
162793216;2350;Piso;930446217;Barcelona Capital;;Sarrià - Sant Gervasi;3.0;3.0;160.0;;True;True;False;False;False;False;14.6875
162791994;6000;Piso;932829126;Barcelona Capital;;Eixample;4.0;3.0;230.0;1.0;True;False;False;False;False;False;26.08695652173913
162791981;2100;Ático;932821248;Barcelona Capital;Carrer de Balmes;Sarrià - Sant Gervasi;2.0;2.0;140.0;8.0;True;False;False;False;False;False;15.0
162791141;950;Piso;932512861;Barcelona Capital;Carrer de la Indústria;Sant Andreu;3.0;1.0;70.0;3.0;True;False;False;False;False;False;13.571428571428571
162311230;670;Piso;932937180;Barcelona Capital;Rambla de la Muntanya;Horta - Guinardó;1.0;1.0;41.0;1.0;True;False;False;False;False;False;16.341463414634145
161870743;2750;Piso;932829126;Barcelona Capital;Bonavista;Gràcia;3.0;2.0;82.0;2.0;True;False;False;False;False;False;33.53658536585366
161843891;4500;Casa o chalet;935432531;Barcelona Capital;;Sarrià - Sant Gervasi;4.0;4.0;211.0;;False;True;False;True;False;False;21.327014218009477
162789671;2100;Piso;932821807;Barcelona Capital;Carrer de Concepción Arenal;Sant Andreu;5.0;3.0;87.0;6.0;True;False;False;False;False;False;24.137931034482758
161957704;2770;Piso;930446875;Barcelona Capital;Via Laietana;Ciutat Vella;1.0;2.0;80.0;4.0;True;False;False;False;False;False;34.625
162253757;4700;Piso;930446875;Barcelona Capital;Avinguda Diagonal;Les Corts;3.0;3.0;190.0;5.0;True;False;False;False;False;False;24.736842105263158
162358418;4200;Piso;931337438;Barcelona Capital;Passeig de la Bonanova;Sarrià - Sant Gervasi;5.0;4.0;250.0;2.0;True;False;False;False;False;False;16.8
156659516;1125;Piso;932755759;Barcelona Capital;Carrer del Francolí;Sarrià - Sant Gervasi;2.0;1.0;70.0;2.0;True;False;False;False;False;False;16.071428571428573
162788298;1100;Piso;932516409;Barcelona Capital;Carrer Ballester;Sarrià - Sant Gervasi;1.0;1.0;50.0;2.0;True;False;False;False;False;False;22.0
158953834;4000;Casa o chalet;932829126;Barcelona Capital;Passeig Mare de Deu del Coll;Gràcia;4.0;4.0;238.0;;False;True;False;False;False;False;16.80672268907563
156484160;2050;Planta baja;932992508;Barcelona Capital;;Sant Martí;3.0;1.0;88.0;;True;False;False;False;False;False;23.295454545454547
156484155;2100;Piso;932992508;Barcelona Capital;Pi I Margall;Ciutat Vella;2.0;2.0;95.0;;True;False;False;False;False;False;22.105263157894736
158872109;2900;Piso;932992508;Barcelona Capital;;Sarrià - Sant Gervasi;4.0;3.0;215.0;2.0;True;False;False;False;False;False;13.488372093023257
161411898;2800;Ático;932829126;Barcelona Capital;Bonavista;Gràcia;2.0;1.0;86.0;3.0;True;False;False;False;False;False;32.55813953488372
160984075;1200;Piso;932827054;Barcelona Capital;Calle Sugranyes;Sants - Montjuïc;2.0;1.0;60.0;;True;True;False;False;False;False;20.0
162216277;6000;Casa o chalet;932829126;Barcelona Capital;Passeig Turull;Eixample;7.0;3.0;490.0;;False;False;False;True;False;False;12.244897959183673
161540650;1700;Piso;932992508;Barcelona Capital;Carrer de la Reina Amàlia;Ciutat Vella;2.0;2.0;70.0;;True;True;False;False;False;False;24.285714285714285
161541427;18000;Casa o chalet;932829126;Barcelona Capital;;Les Corts;5.0;5.0;645.0;;False;True;False;False;False;False;27.906976744186046
162653422;2000;Piso;932829126;Barcelona Capital;Mallorca;Eixample;2.0;3.0;138.0;1.0;True;False;False;False;False;False;14.492753623188406
162661452;1695;Piso;932938436;Barcelona Capital;;Eixample;3.0;2.0;86.0;;True;False;False;False;False;True;19.709302325581394
162595513;3900;Piso;932513614;Barcelona Capital;Paseo Taulat;Sant Martí;3.0;2.0;160.0;;True;True;False;False;False;False;24.375
161245363;1600;Piso;932513614;Barcelona Capital;Reina Amalia;Ciutat Vella;2.0;2.0;80.0;;True;True;False;False;False;False;20.0
160695435;1925;Piso;930446529;Barcelona Capital;Carrer Cardenal Vives I Tuto;Sarrià - Sant Gervasi;3.0;2.0;147.0;4.0;True;False;False;False;False;False;13.095238095238095
162498438;1195;Piso;932513614;Barcelona Capital;Mare de Deu del Coll;Gràcia;3.0;1.0;60.0;;False;True;False;False;False;False;19.916666666666668
162653316;3450;Piso;932755759;Barcelona Capital;;Sarrià - Sant Gervasi;5.0;4.0;230.0;6.0;True;False;False;False;False;False;15.0
161829530;1800;Piso;935433998;Barcelona Capital;Carrer del Marquès de Barberà;Ciutat Vella;2.0;2.0;100.0;;True;False;False;False;False;False;18.0
162658514;1050;Ático;935439838;Barcelona Capital;Fontrodona;Sants - Montjuïc;1.0;1.0;45.0;;False;True;False;False;False;False;23.333333333333332
162651260;2650;Piso;932755759;Barcelona Capital;C/ de Mallorca;Eixample;3.0;2.0;203.0;3.0;True;False;False;False;False;False;13.054187192118226
160932980;1995;Piso;932938436;Barcelona Capital;;Sarrià - Sant Gervasi;2.0;2.0;88.0;;True;True;False;False;False;False;22.670454545454547
161711946;3450;Piso;935431675;Barcelona Capital;Carrer Bori I Fontesta;Sarrià - Sant Gervasi;3.0;3.0;190.0;4.0;True;False;False;False;False;False;18.157894736842106
161711928;2250;Ático;935431675;Barcelona Capital;Avinguda Diagonal;Eixample;2.0;1.0;75.0;6.0;True;False;False;False;False;False;30.0
162312996;1950;Piso;935431675;Barcelona Capital;Carrer Bisbe Sivilla;Sarrià - Sant Gervasi;3.0;2.0;137.0;3.0;True;False;False;False;False;False;14.233576642335766
162722014;2400;Ático;932827054;Barcelona Capital;Sant Dalmir;Horta - Guinardó;5.0;3.0;240.0;;True;True;False;False;False;False;10.0
157693930;3000;Piso;932515098;Barcelona Capital;Avinguda Diagonal;Eixample;3.0;3.0;200.0;5.0;True;False;False;False;False;False;15.0
160880818;1100;Piso;935433775;Barcelona Capital;Gran Via de Les Corts Catalanes;Sants - Montjuïc;3.0;2.0;80.0;1.0;True;False;False;False;False;False;13.75
162091125;7500;Piso;932829126;Barcelona Capital;;Eixample;3.0;3.0;150.0;;True;True;False;False;False;False;50.0
162726814;950;Dúplex;932516679;Barcelona Capital;Domenech I Montaner;Horta - Guinardó;3.0;1.0;81.0;5.0;True;False;False;False;False;False;11.728395061728396
162347498;1400;Dúplex;932182798;Barcelona Capital;Carrer Eduard Toda;Horta - Guinardó;3.0;2.0;123.0;2.0;True;False;False;False;False;False;11.382113821138212
162786432;1500;Piso;Unknown;Barcelona Capital;Carrer Provença;Eixample;4.0;2.0;100.0;2.0;True;False;False;False;False;False;15.0
162125598;20000;Casa o chalet;932755759;Barcelona Capital;Carrer D'ardena;Les Corts;4.0;3.0;600.0;;False;False;False;True;False;False;33.333333333333336
162367683;710;Piso;966530723;Barcelona Capital;C/ Joaquín Puig I Pidemunt;Nou Barris;3.0;1.0;50.0;;False;False;False;False;False;False;14.2
161599863;1720;Piso;931332451;Barcelona Capital;;Sarrià - Sant Gervasi;4.0;2.0;148.0;2.0;True;False;False;False;False;False;11.621621621621621
160298958;4800;Piso;Unknown;Barcelona Capital;;Sarrià - Sant Gervasi;5.0;5.0;380.0;;True;False;False;True;False;False;12.631578947368421
159302351;2300;Apartamento;932931237;Barcelona Capital;Pelayo;Ciutat Vella;1.0;1.0;35.0;;False;False;False;True;False;False;65.71428571428571
161870531;2750;Piso;932829126;Barcelona Capital;Bonavista;Gràcia;3.0;2.0;102.0;2.0;True;False;False;False;False;False;26.96078431372549
162785343;1800;Ático;931330254;Barcelona Capital;Travessera de Les Corts;Les Corts;4.0;2.0;134.0;7.0;True;False;False;False;False;False;13.432835820895523
158983694;3700;Piso;932829126;Barcelona Capital;Passeig de Gracia;Eixample;6.0;3.0;240.0;5.0;True;False;False;False;False;False;15.416666666666666
162784637;2700;Piso;932938027;Barcelona Capital;Carrer de Demestre;Sarrià - Sant Gervasi;5.0;3.0;246.0;3.0;True;False;False;False;False;False;10.975609756097562
162784524;640;Piso;931342506;Barcelona Capital;;Sant Martí;2.0;1.0;42.0;4.0;False;False;False;False;False;False;15.238095238095237
162784327;2300;Piso;931333596;Barcelona Capital;Carrer Valencia;Eixample;3.0;2.0;119.0;1.0;True;False;False;False;False;False;19.327731092436974
162784111;1650;Piso;931337036;Barcelona Capital;Carrer de L'olivera;Sants - Montjuïc;2.0;2.0;54.0;4.0;True;False;False;False;False;False;30.555555555555557
159238634;2366;Apartamento;932931237;Barcelona Capital;Passeig de Colom;Ciutat Vella;1.0;1.0;45.0;;False;False;False;True;False;False;52.577777777777776
162445265;1100;Piso;935435301;Barcelona Capital;Carrer de Santaló;Sarrià - Sant Gervasi;4.0;1.0;92.0;3.0;True;False;False;False;False;False;11.956521739130435
162444839;2400;Piso;932755759;Barcelona Capital;Carrer de Pau Claris;Eixample;2.0;1.0;60.0;2.0;True;False;False;False;False;False;40.0
162716382;1555;Apartamento;932931237;Barcelona Capital;Carrer D'en Tantarantana;Ciutat Vella;1.0;1.0;65.0;;False;False;False;True;False;False;23.923076923076923
162783197;1500;Piso;932821705;Barcelona Capital;Gracia;Gràcia;4.0;2.0;124.0;;True;False;False;False;False;True;12.096774193548388
162783002;4750;Piso;931346892;Barcelona Capital;Carrer de Freixa;Sarrià - Sant Gervasi;6.0;5.0;426.0;2.0;True;False;False;False;False;False;11.150234741784038
